,Truth,ASR_Predict,asr_wer
797,跟退輔會相關的一些單位,跟對我會相關的接單位,0.36363636363636365
798,都要能夠準備好持續營運的計畫,東要能夠準備好持續營運的計畫,0.07142857142857142
799,疫情會大到甚麼程度我們不知道,必協會達到什麼相動不知道,0.5714285714285714
800,齁所以我想這個地方剛才呢有所疏漏,結我想間的定當前的有所說,0.75
801,請退輔會能夠注意到,請這部會能夠注意到,0.2222222222222222
802,那剛才在這個,好那剛才在這個,0.16666666666666666
803,前面的討論當中喔,前面的討論當中喔,0.0
804,有討論到現在目前榮家的,有團到現在不前農家的,0.36363636363636365
805,居家隔離的人數現在是三位嗎齁,聚家格力的了就下是三位飽,0.6428571428571429
806,那麼好這個地方我想請教一下齁,那跑這個地刀我要請問一下好,0.42857142857142855
807,在榮家現在有十六個榮家,在容家息的十六龍家,0.5454545454545454
808,那針對這個肺炎這個,那針對這個達自嚴這對,0.4444444444444444
809,防疫的這個隔離空間的坪,防意的這個格力的空間的這個品,0.6363636363636364
810,的這個標準設置的標準是甚麼,的這個標準討設置的標的之程,0.38461538461538464
811,現在基本上是一人一間,的最具的措是一了意見,0.8
812,然後沒有用中央空調,人會沒用這樣空調,0.5555555555555556
813,是獨立的有獨立的衛浴,是獨立的有獨立的位魚,0.2
814,現目前是這樣子,且目前是這樣,0.2857142857142857
815,你們可以看到這個是你們在一百零六年的時候所自己提出來的一個,對變到這個是你們的一百零六點的時候者自己提出來的一個,0.27586206896551724
816,痾這個有關於,這個有關於,0.16666666666666666
817,痾這個衛生防護隔離空間設置的一個,法這本法快程保護跟更軍設置的一個,0.625
818,痾一些基本的標準,一些的基本的標準,0.25
819,所以你看到現在有主要有四個標準,這你大下有就要次的標準,0.6666666666666666
820,要設有隔離空間,要是有隔離空間,0.14285714285714285
821,然後隔離空間要符合控制的規定,好跟更加和和控制的規定,0.6428571428571429
822,然後呢隔離空間使用對象要明確,然後的隔理空進時對下要明確,0.42857142857142855
823,然後有各種隔離措施標準作業的流程這是四項齁來,把有各種格力措施調的做多曾考之四小好特來,0.7272727272727273
824,我想請問一下十六個榮家目前根據這四項標準裡面,將企為一下十六個容價目前跟據這四項標準裡面,0.3181818181818182
825,是完全符合呢,是完掘符合的,0.3333333333333333
826,還是有部分不符合現在的狀況是甚麼,還是有都非不符好現的狀況之程,0.4375
827,現在的狀況是完全符合,現在的狀動自完政府了,0.5
828,獨立的空間獨立的衛浴設備而且都有呼叫鈴,主立的工間獨立的決會射的解對物教裡,0.6842105263157895
829,然後不是用中央空調,不是用這樣空調,0.4444444444444444
830,好那這個答案我很滿意,好和這個答我很滿意,0.2
831,認為齁榮家一定要,列百號龍家一定要,0.5
832,掌握到這樣的一個標準超前部署,掌握大家的標準跑的超前報數,0.6428571428571429
833,因為現在這個社區感染會多嚴重我們不曉得,因現在這個設計該會有多嚴重不小的,0.5263157894736842
834,然後呢這個目前雖然居家隔離三人齁,然後的這個目前現巨價格離賽人喔,0.5
835,但是隨著疫情的擴大他人數有可能增加,在隨的一起的擴大他留去有可能增講,0.47058823529411764
836,甚至呢也有可能會有人確診,甚至的有可能會有確整,0.3333333333333333
837,一旦確診的話呢,的確診的話了,0.42857142857142855
838,他的這個隔離空間的使用狀況要特別的注意,他的這個個月空間的這個使用繳況要特別的注意,0.2631578947368421
839,所以現在能夠達到完全的符合這是好事那但是我們要做超前部署的準備,是現在門夠把達到完全的國這是好是好的對手沒要做超檢部識麼準備,0.4838709677419355
840,最後我在請問一個問題喔,好的最後的在請問個問題喔,0.36363636363636365
841,目前的菁英圓夢的這個補助計畫我剛剛看到非常好,目前的金英準夢的這個不錯計化剛看到非較好,0.36363636363636365
842,我想請問副主委,所要絕副組目前針對這個親含的融劵農民子女的,3.0
843,菁英補助計畫,今日補助計劃,0.5
844,他們的碩士跟博士各是補助多少錢,他們的設施個博士各是不做法請,0.5333333333333333
845,碩士博士是一次性五十萬,是是是失去五十來,0.7272727272727273
846,一次性五十萬,一次十,0.5
847,高中大學一次性四十萬,當重大去一事去是死萬,0.7
848,那你如果在碩士只能領一次,女輸這現事成儀式,1.0
849,那如果碩士領到我念博士班可不可以領可以,所要種設試底到穩定不是板科隊的退以,0.8947368421052632
850,那我現在請問一下齁,老家其問一下喔,0.6666666666666666
851,這個碩士一般都是念幾年,這個涉施一般都審電幾年,0.36363636363636365
852,我想跟主委講這個計劃很好,我想跟組位講這個計劃很好,0.16666666666666666
853,清寒的榮眷榮弟子弟齁都給她補助是應該的,青感的容借容地子弟二的表補助行應改了,0.6842105263157895
854,但是痾這個,的是這個,0.4
855,本席也這個在國外念碩士念博士知道很辛苦,本些既有在觀點說十面博是知道喔這個辛苦,0.7368421052631579
856,錢呢很需要,前的持要,0.8
857,所以呢在碩士的部分一年五十萬,所的在設施的部分一點五十萬,0.35714285714285715
858,其實都已經不夠用了,只是對就不夠用,0.6666666666666666
859,博士一年還是只給五十萬那更是遠遠不夠,格是一點還排次只給五十完的各是也也不夠,0.5555555555555556
860,我希望這個地方齁,所希要芝的地方忙,0.625
861,其實這個好的事情齁我們不怕增加預算,其實這個好的是情了不怕增加預算跑,0.29411764705882354
862,那這個基金上面的增加我希望喔,這個基金上面的增教希望,0.2857142857142857
863,這個退輔會這邊能夠考慮針對博士的時候是不是增加到一百萬,這個最後界段的考慮針對博式設施被增加的一百萬,0.5555555555555556
864,或者說他還可以分成,或者說往還還澱粉稱,0.5555555555555556
865,這個一次或兩次齁來領取喔我覺得這個東西是有必要,這個一次後兩次來領取好我就會這個能一些必要,0.391304347826087
866,今天清寒的榮眷子女能夠唸到博士在國外尤其是,今天金牌的融俊子裏的更定到博士在國來尤其是,0.42857142857142855
867,你們也有規定是要前,我們有規規定下前,0.5555555555555556
868,五百大的這個好學校都已經不簡單了,法五百大的這個好學校都就不簡單了,0.1875
869,多給他一些補助喔其實沒有差到多少錢希望退輔會能夠給他這個增加喔,多給來些補助好其十沒的差老多少錢喔希對我能夠給了子個陣加,0.4838709677419355
870,好第二個我看到就是說在獎學金的計畫有數千名,好掉了我看到就是說在講決金的計劃有數簽名,0.3333333333333333
871,每年大概將近有六千名的這個獎學金的計畫,偉列到將接六千名的這個獎一個小,0.5789473684210527
872,超過六千名,才購都遭交有解解方好,2.0
873,然後有這個菁英的圓夢計畫出去念碩博士的很好,然有這個金的原夢計劃球具隊車公式的很好,0.5238095238095238
874,但是這中間齁好像少了一層,但是最終介像小力程,0.75
875,清寒的這個子女齁,今晚的這子女好,0.5
876,他們沒有到優秀到出去念碩博士的齁,他個沒有到有秀到自句電所博士的,0.4375
877,那也平常也可能之前沒有拿這個在國內的獎學金的喔,在給家也可能之前沒拿這個在工內講學緊量,0.4782608695652174
878,有沒有能夠提供給它們也出國的,我沒有能夠提高給方比出國站,0.42857142857142855
879,提供給他們出國遊學的一種補助,提供兩出過永學的種不助,0.5
880,小額的補助,小兒的不助,0.4
881,機票的補助也好或者說幾萬塊的補助,記大的不作好後者是幾外快不助,0.6875
882,還沒有出去念碩士還沒有出去念博士,還沒有租句電碩使還沒有這句點博士,0.4375
883,可是呢他呢可以先出去看一看,可是的他的可以學這些看一看,0.38461538461538464
884,然後先出去知道他以後還可以再想辦法,拿先出制知道台以後還可在想賣吧,0.47058823529411764
885,圓一個夢想有沒有這種小額補助的一個計畫,法院格夢想因沒有這種小不做的一個計劃,0.42105263157894735
886,是剛剛委員講兩個問題一個是博士的部分能不能提高費用,是文當展的屋裏細可是的式的不能幾的工,0.8
887,第二個是這個遊學,第個是就優誰呢,0.625
888,跟委員報告因為每個月我要主持一次工作會報齁,是度把人我每個地我主持次的工車規寶,0.7142857142857143
889,齁我們在我們討論完以後再跟你報告,而不在臺論網有再點報,0.75
890,剛剛你提到那個很謝謝你喔,三女提到那等謝協標,0.6666666666666666
891,萬一如果社區感染那,管利有事及感短鬧,0.8888888888888888
892,我們這個公共事業只要是指瓦斯跟,本治同事是時廣式跟,0.8
893,運輸業齁那這個我請那個處長齁,應技屬業好歡了這個國起自前那個住長了,0.8571428571428571
894,在跟他們討論齁那我們整體作為齁,這個到們討論了宋整濟的治我喔,0.8
895,我們研究完以後我們也會跟委員報告,我營究管理我明的各尾巴,0.8125
896,謝謝謝謝好希望看到有正面的答案謝謝,謝謝謝謝謝好像占到正面的打擊,0.5294117647058824
897,我先問一個問題喔因為,的相意動體對,1.0
898,最近我們在,最近而能在,0.4
899,不管是中國和日本,完是中國和資本,0.375
900,武漢肺炎導致,完費嚴導致,0.6666666666666666
901,死亡或者重症的病歷,四維合子陣陣的病例,0.7777777777777778
902,他有幾個特色,他決特色,0.5
903,或者是長期慢性疾病,者是長期慢性疾病,0.1111111111111111
904,那還有跟特殊比方說,還有跟特殊表說,0.3333333333333333
905,一級疫區接觸的歷史,直一取借助的歷史,0.6666666666666666
906,本席在這邊給你一個數據,先的給一個數據,0.5454545454545454
907,美國現在最新的六個死亡病例,所國家最新的六個死亡平例,0.3076923076923077
908,都來自於華盛頓州,都來自於滑盛度罪,0.375
909,長青健康醫療中心,長清健康一療中心,0.25
910,也就是我們榮家這種的機構,就是我們農假這種麼的機構,0.3333333333333333
911,也就是他連續死亡到現在已經6個了,你是他連續所亡大現今片末個,0.5625
912,這個西雅圖附近的這一個,這個顯讀復近的這一個,0.36363636363636365
913,美國華盛頓州長,沒國發生度松,0.8571428571428571
914,青健康醫療中心裡面的營養師,長期接的必要收席的對的一養四喔,1.0
915,好剛好是我們台僑,說們開橋,0.875
916,他裡面有些,他裡沒有限,0.4
917,原來平常的做法遇到這個疫情來,原短平常的做法律到這個一起來,0.2857142857142857
918,完全沒辦法,完全沒蛋排,0.4
919,都沒有分艙共同活動,怎們個分潮備等則等,0.8888888888888888
920,一下就散開來了,一下個曬開來了,0.2857142857142857
921,我先請教一下就我們,我現起這的這我們,0.6666666666666666
922,因為我們我們也有,根門營業,1.0
923,那他們平常有這樣活動,要看避的角色等,1.0
924,針對這一次的,針對自己次的,0.3333333333333333
925,武漢肺炎這麼嚴重喔我們有沒有什麼應變的措施,費做的嚴重我沒的所應面確試,0.7619047619047619
926,是謝謝委員,配為,1.0
927,那我們榮家第一個是,那如有加低的是,0.7777777777777778
928,就已經先停止暫時停止大型的一個集會活動,就一些在停止再職停止大型的一個及會活動,0.3157894736842105
929,但我們榮家這個,本我們農將不的,0.7142857142857143
930,安養的話是獨立的寢室,來有的話是獨立的情示,0.4
931,個別的寢室,他個別的情示,0.6
932,按照一般的標準到四到六個人一間,那的一半的標準到適到六的一間,0.4
933,訪客一進來,至自組從各業回一制能,1.8
934,之前在門口就會量體溫,日前在門口就會仍提問,0.4
935,然後去問他,然後就問他,0.2
936,有沒有到過那些,月動隊的到杜決,1.0
937,疫區然後再,地區回會對,0.8
938,對陸配我們更更有,對路碑我們更各有,0.375
939,更加強的管制,但加強的管制,0.16666666666666666
940,你們那裡有沒有健保卡的讀卡機跟雲端連線,等的有沒有健保卡的多卡機跟平帶明線,0.42105263157894735
941,有我們每個人家都有一個保健組,所同能內動標都有一個保薦組,0.5714285714285714
942,就是說現在量體溫以經,就是說吃的兩提供已經,0.6
943,沒辦法當作唯一的指標了,回把當作為一個指標了,0.45454545454545453
944,甚至於旅遊史也不是唯一的指標了,受據旅由此也不是個一個指標了,0.4666666666666667
945,但我們總是要做一個調查,動走要做的調查,0.6363636363636364
946,那根據我從那個基層診所協會那邊聽到的,那根就成的個機算增所協會的聽道的,0.5555555555555556
947,幾乎在報告自己的旅遊史,機會在報屆比較時候,0.8181818181818182
948,完全講實話的幾乎是零,完全講示化的機乎是地點,0.5
949,所以你們在門口的,生銀在門跑的,0.625
950,保全如果在做這樣的管制的時候,把全部在浙江的本自身,0.7857142857142857
951,是不是有沒有辦法,是不是有不,0.5
952,來看他的卡會怎麼樣,來看他的查核這麼,0.4444444444444444
953,這個管制要嚴格一點要不然榮家這些長輩,那管作嚴格以給的半農家最講備,0.7777777777777778
954,好接下來我們台南的榮,接下文傳冷的門,0.7
955,原來編的預算是多少,我原本並得預算是多少,0.4444444444444444
956,原來在大學路,覺得大學路,0.5
957,你們把這個整合要遷移到,那你把的整合要遷移到,0.36363636363636365
958,這個網寮的,這個廣標的,0.4
959,榮民醫院對面這塊地,人民積人對面指會地喔,0.6666666666666666
960,你們原來編的預算是多少錢,個了病的預色道歉,0.8333333333333334
961,在這個修正,在這個修訂,0.2
962,第一次修正計畫以後,第次修對接拜有,0.6666666666666666
963,就到十五億,就入告訴品,0.8
964,本來應該十一二億吧,隨的十二一了,0.7777777777777778
965,後來你們又重新修正,這了你們有重新收整,0.5555555555555556
966,編到十五億左右嗎,邊被十五一左右滿,0.5
967,那現在要調整到17億嗎,和是個要腳子的七億碼,0.8181818181818182
968,你們送到國發會那邊他的結論,你送被規發會的邊他的結論,0.3076923076923077
969,有沒有同意給你們追加因為你追加的額度從,我們同一點最佳又以最佳額度從,0.7894736842105263
970,十二億到十七億,十二億代十七億喔,0.2857142857142857
971,你增加的幅度幾乎高達百分之四十,為增加的幅度期高爸百分之四十,0.26666666666666666
972,那國發會的意見是什麼,國發會了解手,0.7
973,是國發會在昨天下班的時候他的文回來了,整國隊在昨天下班的時候他的文回來了,0.16666666666666666
974,那他有幾個意見第一個就是原本我們,那他有幾個意見低一的就是原本我們,0.125
975,原本之前的,原本智前的,0.2
976,報的計劃是,都帶的生計報是,0.8
977,一個單元兩個獨立的寢室共用一,的一個單員兩個獨立的情示共用衣,0.35714285714285715
978,想把價錢壓下來但是你改廁所這個省不了多少錢喔,想把炸學要在的特這地改測所這個十收要到小,0.7272727272727273
979,現在他的意見就是說那,甚在的他的意見就是所的,0.4
980,竟現在我們的長照規定,只是對我們的籌隊規定,0.5
981,並沒有規定一定要一人一間,並面規定一定要一的一見,0.3333333333333333
982,那我們現在他說我們現在把它改成四十個,那文線代發作我們現的把感到刺十個,0.6111111111111112
983,套房一人一間,太保業一界,0.8333333333333334
984,他覺得跟我們之前最早的報的計畫是,那覺得更的支前這種的代的計報是,0.5625
985,不一樣他建議還是回歸之前的計畫就是,樣額就一還子回歸之前的計法就是,0.4117647058823529
986,會增加這麼多因為一般這樣的預算增加百分之四十,增加這麼多丟一般價的預算增加兒子四十,0.36363636363636365
987,很罕見真正原因是什麼,還款見針對給子什麼,0.7
988,分兩期一個就是,分兩起謠地個就是,0.42857142857142855
989,那個前瞻工程區計畫,那個前面不糟主機計畫喔,0.6666666666666666
990,很多的工程第二個就是,很多的等成第就,0.5
991,台商回流第三個就是砂石,臺上委規就地小就小時,0.9090909090909091
992,原料所以就是,電秒跑試者,1.0
993,板模工營造工全部被台積電,國營造完全部的開積點,0.5833333333333334
994,投資一兆兩千億全部吸過去,投資一造兩氣全部細格去,0.4166666666666667
995,國發會我們原則是要,我要會原則送不銷,0.7777777777777778
996,增兩億五千萬國發會同意,兩一五較過通意,0.7272727272727273
997,但只有一個就是剛剛提那一項,要九一個就港題內向,0.7692307692307693
998,提高到十五億多,提改北十五億多,0.2857142857142857
999,但是你們要把廁所本來是,但次女要把廁所的來善,0.45454545454545453
1000,套房改成兩間共用一個,套房改著很兩件更六一個,0.5
1001,那個大概省兩千萬嗎,來戴生兩建萬,0.7777777777777778
1002,所以就省兩千萬,這這三感千萬,0.7142857142857143
1003,他就同意讓你們追加兩億五千萬,他就同言最佳點有前萬,0.7142857142857143
1004,他的意見是說,他的意件事說,0.3333333333333333
1005,他的意見最重要是,他的一件這段,0.75
1006,你們一直流標喔你們標不出去喔,澤表應該主需要,1.0
1007,補了兩億五千萬,走了量印千萬,0.5714285714285714
1008,廁所改變一下降了兩千萬,廁所改變一下將的感之外,0.45454545454545453
1009,這樣夠不夠,加不,0.8
1010,這因為是國發會給我們我們要,這位子國會更為我沒,0.6923076923076923
1011,你們是權責單位嗎,名是趁子單位了,0.625
1012,這樣夠還是不夠,在購來是不夠,0.5714285714285714
1013,因為你這個工程牽涉到,因裏自的跟成清折稿,0.9
1014,東區大學路那個,爭區大學路會的況,0.5714285714285714
1015,那個會場要交出來,那個會材料講出來,0.375
1016,牽涉到長照的,吃最被慘走的,0.8333333333333334
1017,把那些老先生移到哪裡,把了有導現子一到的一去,0.9
1018,已經慢了幾年了,一之賣的起年的,0.8571428571428571
1019,我今天不是要指責你們因為我知道裡面有一些真的是,我就不再此準理有造停有一些這的,0.7391304347826086
1020,不是你們的問題但是一直慢下來,你是怎麼的問題但子弟子賣站,0.6428571428571429
1021,給了兩億五千萬,給的與六千萬,0.5714285714285714
1022,廁所修改降的兩千萬,是所修改的這的兩千萬,0.3333333333333333
1023,報告委員我補充一下因為,員不同下因為,0.6363636363636364
1024,現在這一次所有偵附需要,性的這一次所有增副需要,0.36363636363636365
1025,調整的部分都是經過,調整的部分都是經過,0.0
1026,我們代辦機關,水國和龍代辦機關,0.6666666666666666
1027,找設計師重新訪價,找設計師從因房價,0.375
1028,出來以後的一個結果,出來由後的一個結果,0.1111111111111111
1029,這裡面當然包含我們,很這略當然包含我們,0.3333333333333333
1030,整個計畫作為的時候其實是跟,整個計畫對為的所其十四跟,0.38461538461538464
1031,實際我們現在,此機我們現代,0.5
1032,一百零九年要來執行的時候是有一些落差的,來一九年不要來自行的這是有一些摩查等,0.5263157894736842
1033,因為包含這個物價的調整,對把這個部長的調整,0.5454545454545454
1034,結果你們從十二億多調到十七億,電點重小了一多條的時期,0.9285714285714286
1035,看起來短差不多將近五億,看著短查早將炯無意,0.7272727272727273
1036,現在國發會只給你兩億多兩億五千萬,是得國奧給力兩一多養義死下來,0.75
1037,痾不是這個裡面十二億的部分是,不是這個裡面十二一的公分是,0.21428571428571427
1038,指台南榮家的部分我們當初講十五億的,是排入價不份我們到不長素業,0.8823529411764706
1039,是包含軍方遷建到那個,是不包喊脂肪簽見到那個,0.6
1040,那筆錢還是要花嗎,比誰下下吧,1.0
1041,我的意思說我們回到一個基本的就是你們這一個工程已經延宕了,這個一思等回代的基本的就是年的自意的動存經簡單了,0.6785714285714286
1042,幾年了現在你們,幾年了了現在點的,0.42857142857142855
1043,根據你們的方式,聚年的懂折幫自車子,1.2857142857142858
1044,報了將近五億,報了證警無意,0.6666666666666666
1045,那國發會叫你廁所的設計修改只省兩千萬,國防整一廁所的設計收的自次感結外,0.6666666666666666
1046,他也只給你兩億多,帶嘴利然一隊,1.0
1047,夠不夠你還是流標嗎,不更點自個變嗎,0.7777777777777778
1048,報告我們沒有報五億,包爸我們沒有辦意,0.5555555555555556
1049,代辦機關出來的就是兩億五千萬,裁辦具關出來的就是兩一五前萬,0.2857142857142857
1050,但是現在國發會經過審查以後,但是現的國會軍的審查以後,0.3076923076923077
1051,針對我們原來不符合計畫裡面所調整的部分就是,針對我們原來不符合計畫內所調整的部分就是,0.09523809523809523
1052,安養四十間,阿兩次之間,0.8
1053,房舍共用廁所的,房子退用廁作的,0.42857142857142855
1054,擺成獨立了這個部分他覺得不妥,那百成獨立的對部分他覺得不同,0.42857142857142855
1055,還是要請我們調降下來我們預估,還最要請我們條降下了我們預估,0.21428571428571427
1056,會調整兩千多萬,會條點兩千多萬,0.2857142857142857
1057,那另外還有一個項目就是針對停車場的這個部分,來另外有一個項目就是針對停車場的這個部分,0.09523809523809523
1058,他認為你按照原來一百零五年的編列標準到一百零九年,他認為沒按照原來一百一林的給著到的到一百零九年,0.3333333333333333
1059,這裡面有一點點差價,比隊有一點列差量,0.5555555555555556
1060,這部分也要減列,這部會了解妹,0.7142857142857143
1061,所以這個部分我們會請,最這個部分我們會盡,0.3
1062,代辦機關找設計單位,帶的舉辦早四機單位,0.7777777777777778
1063,重新調整完以後報修正計畫,陳經調等玩一部帶休的計畫,0.75
1064,盡快核定這個案子,盡快合避的來,0.75
1065,會再掛上網去招標,會在報早我去造量,0.75
1066,現在其實已經在公開招標了,呃甚了侄子語已應該公開到表,0.9166666666666666
1067,我們希望在三月十八號之前取得這個修正計畫的核定,準希望在三月十八告自己取得這個修的句話的核理,0.391304347826087
1068,能夠順利來進行,沒有最裡來進行,0.5714285714285714
1069,如果有需要做微幅的調整,如果有需要對維土的調整,0.2727272727272727
1070,台南市政府也會配合,他自政府也被配合,0.4444444444444444
1071,購案招標文件的修正,動案都標五店的修正,0.4444444444444444
1072,那些望在短期之內,那希望的短期資內,0.375
1073,能夠正式的來,那頓死的來,0.6666666666666666
1074,三月份再流標這個案子會怎麼樣,在月份在流標自來做這樣,0.6428571428571429
1075,這個案子裡面後面比較大的問題,三個明天後面比較把問,0.5714285714285714
1076,是建照的部分,一是見到的部分,0.5
1077,起始營區的部分,沒元一區的部份,0.5714285714285714
1078,那這個部分,那這個不份,0.4
1079,因為到四月份就到期所以我們希望,因到四月份就報去所我們失,0.4
1080,三月份再流標這個工程會怎麼樣,三月份在流標這動作怎麼,0.42857142857142855
1081,就結束了是不是,所解作是實,0.8571428571428571
1082,三月份再流標會怎麼樣,三日個在流表不這麼,0.7
1083,這個案子還可以繼續展延嗎,甩仔的急載點們,1.0
1084,這個建照的部分還要再努力,是震到的部分還要等努力,0.4166666666666667
1085,建照過期了你要怎麼展延,到再過起業也所戰業,0.9090909090909091
1086,你們從開始到現在拖了幾年了,回的陳開銷下托特幾念的,0.8461538461538461
1087,所以這個進度的延宕,還稅這進度的營感,0.5555555555555556
1088,到三月份如果流標這個案子得要,在三月個多流掉自來子料,0.7142857142857143
1089,建照要重新來,解到手起來,0.8333333333333334
1090,那怎麼會搞成這個樣子,想麼打資這樣子,0.6
1091,有些非戰之罪,我現非在之罪,0.5
1092,但有些我覺得,有效覺得,0.5
1093,到底是橫向跟國發會通的問題,到底是很想跟國花被貴的問題,0.38461538461538464
1094,還是我們內部整理資料太慢,還從內部這比照拍慢,0.6666666666666666
1095,這一個工程,這個這個工程,0.4
1096,影響到台南好幾個跨區的,影想召開在逃幾的過區的,0.6363636363636364
1097,如果到三月份,不了三月份,0.5
1098,你不能保證一定標出去我坦白講,你一個的寶自己這高做需要他來講,0.9285714285714286
1099,那流標的話最壞的打算,那表掉的價這把的打算,0.5
1100,那時候你要有些交代喔,那所立要去交大,0.7
1101,好不好我會繼續追蹤這個案子齁謝謝,和計續最都在早謝,0.875
1102,好謝謝王定宇王委員來李副主委人請回齁,只行網地王的不助等景配,0.9444444444444444
1103,剛才我也聊到這個國家,欸大照我沒聊到著國家,0.6
1104,修正之後第七條的部分,手正則要第七條的度算啦,0.6
1105,明訂為外國勢力或境外,你地名被外國斯六或之外,0.7
1106,敵對勢力以刺探收集竊取洩漏,的是利一次的收職竊取泄露,0.7692307692307693
1107,交付或其他不正當方法取得之營業秘密資訊,小付其他不正當方法取得自音樂面妹資訊,0.3684210526315789
1108,也就說現在,也就算這在,0.4
1109,定義上來講其實,第上來講其實,0.2857142857142857
1110,商業間諜也,三月件別,1.0
1111,算是我們情報機關認定足以影響,算至我們請報機關正變足於影響,0.35714285714285715
1112,國安的情報,安的傾導,0.6
1113,情蒐跟研悉對不對,請銷本演習的人,1.0
1114,理論上原則上應該是,欸各長原的爛的,0.8888888888888888
1115,延伸出來變戰略情報,結順出來變在,0.6666666666666666
1116,這個跟局長來討論一下齁,這個跟直打來討論下,0.36363636363636365
1117,最近有蠻多人在,所這就蠻都人待,0.7142857142857143
1118,其實過去這幾年也都很多人在關心,其實過去的幾年動端的關係,0.5333333333333333
1119,那到的這個大同公司,好那到的這個打動當時,0.5555555555555556
1120,那到6月底的時候要,到對比的手量,0.7777777777777778
1121,召開的股東會,召開的股動會,0.16666666666666666
1122,關係到經營權是不是易主,發現到精全示輪地主,0.8181818181818182
1123,在其中其實一直備受關注的,那其中解是一直備受關,0.4166666666666667
1124,當然是包括這個市場派的,法日包括者市長開的,0.6363636363636364
1125,市場派的這個三圓建設,市場派的這個參用建策,0.3
1126,的董事長王光祥的,董事長楊動想的,0.5
1127,那過去當然是被,來過去的蘭是備,0.5714285714285714
1128,跟中國知名的地產商,跟整個真年的地產商,0.4444444444444444
1129,任國龍有關係,那國老友關係,0.5
1130,那不知道局長對於,那不到局長貝,0.5
1131,這個相關的情報的掌握是什麼樣,這個相關的情報的掌握是怎麼樣,0.07142857142857142
1132,我跟委員報告,呃國我共為報,1.0
1133,我們平常對於外外來,成平種對快外,0.6666666666666666
1134,的資訊我們會掌握,的具有持雄會重了,0.75
1135,但有一些國內的,有躍國內寶,0.5714285714285714
1136,自己的不是我們要去聽就聽得,數舉的不作我們要去評種聽的,0.46153846153846156
1137,整個案件在,什麼安覺的,1.0
1138,看當中我們也發覺,看動作物也發覺,0.5
1139,發覺疑點以後,他的一點與後,0.6666666666666666
1140,我們不會直接就涉入,本各輸修有攝,1.0
1141,我們一定會先問一下,本立額休會的,0.8888888888888888
1142,相關的部會,相關的不貴,0.4
1143,這個事情如果是民間,做蘇命多明確,1.0
1144,那麼而且是我們,和絕熱我門,0.8571428571428571
1145,我們公務門沒有好介入,門定多的救了,0.9
1146,我們就算要,我們做到用,0.6
1147,近一步的增資,是過重況政治,1.0
1148,也要經過一定的程序要經過,軍規定程序可峻蔚,0.75
1149,為什麼我會特別,為什麼會特別,0.14285714285714285
1150,拿這個案子來問,查的案子來,0.5714285714285714
1151,其實在媒體上面,謝實在美底商秒,0.7142857142857143
1152,有看到一個相關報導,看到一個相關報導,0.1111111111111111
1153,我先跟你說明一下齁,那個人說明下喔,0.6666666666666666
1154,就是金管會其實在,就是監管位決賽,0.625
1155,去年一月的時候,一月的時,0.42857142857142855
1156,就認定任國龍,核認變證國能,0.6666666666666666
1157,跟龍峰國際透過,可龍分國際透過,0.2857142857142857
1158,他人的名義,他能民意,0.8
1159,那繞這個繞,那造這個而造,0.6
1160,違法繞道投資大同公司百分之十八,違法遭到投資打的王是是爸爸,0.7333333333333333
1161,那所以要求處分,他所要求煮飯,0.5714285714285714
1162,那去年終的時候,那去年中的時候,0.14285714285714285
1163,就已經這個金管會,監這個監討會,0.625
1164,證實這個百分之十八已經都處分了,暫實這十八百軍的處分,0.6
1165,那但是在他出清股份以後,那但是在大租金股份由,0.45454545454545453
1166,隨之隨即就有兩大外資,水之隨機者有兩大外資,0.3
1167,投資專戶吃下,虧掌股私下,0.8333333333333334
1168,這個將近百分之十五的股份,這個假接受發的股份,0.5833333333333334
1169,所以被懷疑是左手換右手,這被懷於左所伴用,0.7272727272727273
1170,那我會特別在這邊問局長是因為,美我特別的為穩局場是因為,0.5
1171,這個事情除了這個權責單位在追以外,這個事情竹了的權責單位在這與外,0.3125
1172,當然這個有媒體報導說,當然這個有媒體報告,0.2
1173,國安單位有所掌握,所安單位有所掌握,0.125
1174,所以我想特別在這邊問的原因就是,所我想特別的這邊萬的員就是,0.3333333333333333
1175,不知道局長這邊你們的掌握的狀況是,早局長這邊你們的掌握的狀況式,0.25
1176,我跟委員報告,中於報,0.8333333333333334
1177,這些狀況我們會掌握,出證會掌握,0.6666666666666666
1178,委員講過將,光員掌握專,0.8
1179,關於別的部會的,欸以別的到隊了,0.7142857142857143
1180,他們如果招開這方面研討會的時候,當若照的是幫研討配合,0.8666666666666667
1181,也會邀請我們去,會到去我們去,0.42857142857142855
1182,我們去參與參與了以後,本去參與有,0.7
1183,提供我們所掌握到的訊息,提本我們所掌握報訊息,0.2727272727272727
1184,這個權責單位當然會去追查,的全責單位到我就最查然,0.75
1185,但是我們看到了,但是我們看到,0.14285714285714285
1186,一些輿論上面的說明,培謝娛樂上面的說明,0.4444444444444444
1187,有資料是說,有資料之說,0.2
1188,國安單位有掌握了,館單位要掌握,0.5
1189,所以這邊我們當然會非常的,這邊我們大會被查了,0.5833333333333334
1190,希望說這個跟權責單位因為,希望做這跟權則答位用,0.5
1191,關單位可以掌握資料跟做的情蒐,單位給找握資料跟做的輕鬆,0.42857142857142855
1192,嚴密性當然跟,也密性的,0.6666666666666666
